gene	Counts
TMEM205	0
TMEM221	0
TMEM238	0
TMEM259	0
TMEM86B	0
TMIGD2	0
TNFSF14	0
TNNI3	0
TNNT1	0
TNPO2	1
TPRX1	0
TRAPPC6A	1
TRMT1	1
TSHZ3	0
TSKS	0
TSSK6	0
TTC9B	0
TUBB4A	0
TULP2	0
TYK2	0
TYROBP	0
U2AF1L4	0
UBE2M	0
UBE2S	1
UBXN6	3
UNC13A	0
UPK1A-AS1	0
UQCR11	0
UQCRFS1	1
USHBP1	0
VN1R1	0
VN1R4	0
VRK3	1
VSIG10L	0
VSTM1	0
WASH5P	0
WDR83OS	0
WDR87	0
WIZ	0
XAB2	0
XRCC1	1
YIF1B	0
YIPF2	0
ZBTB45	0
ZBTB7A	0
ZC3H4	0
ZFP14	2
ZFP30	0
ZFP82	0
ZFR2	0
ZGLP1	0
ZIM2	5
ZIM3	0
ZNF100	0
ZNF112	0
ZNF121	2
ZNF132	0
ZNF14	1
ZNF154	0
ZNF160	4
ZNF180	0
ZNF20	0
ZNF208	1
ZNF229	6
ZNF235	0
ZNF256	1
ZNF260	0
ZNF266	0
ZNF28	1
ZNF285	2
ZNF296	0
ZNF30-AS1	0
ZNF320	0
ZNF321P	0
ZNF329	2
ZNF347	0
ZNF350	1
ZNF404	0
ZNF414	0
ZNF415	1
ZNF416	0
ZNF417	0
ZNF418	0
ZNF426	5
ZNF428	1
ZNF43	2
ZNF432	0
ZNF433	0
ZNF44	1
ZNF442	0
ZNF443	2
ZNF45	1
ZNF461	0
ZNF468	0
ZNF490	1
ZNF497	0
ZNF506	3
ZNF529	0
ZNF541	0
ZNF550	1
ZNF552	1
ZNF558	5
ZNF560	0
ZNF561	0
ZNF562	3
ZNF563	0
ZNF564	0
ZNF565	0
ZNF566	0
ZNF569	2
ZNF571	4
ZNF573	0
ZNF577	1
ZNF579	0
ZNF582	0
ZNF585A	4
ZNF585B	0
ZNF599	0
ZNF600	2
ZNF606	0
ZNF607	2
ZNF611	2
ZNF614	1
ZNF615	0
ZNF616	1
ZNF625	0
ZNF625-ZNF20	0
ZNF626	1
ZNF649	1
ZNF653	0
ZNF665	0
ZNF667	0
ZNF671	0
ZNF675	0
ZNF676	1
ZNF677	0
ZNF681	0
ZNF682	0
ZNF699	0
ZNF702P	0
ZNF708	0
ZNF709	1
ZNF724P	0
ZNF728	0
ZNF737	0
ZNF77	0
ZNF772	3
ZNF780A	0
ZNF780B	0
ZNF781	0
ZNF784	0
ZNF787	0
ZNF790	0
ZNF792	0
ZNF799	6
ZNF812	0
ZNF814	5
ZNF816	0
ZNF816-ZNF321P	0
ZNF823	0
ZNF826P	0
ZNF829	0
ZNF83	2
ZNF835	0
ZNF836	0
ZNF837	0
ZNF841	1
ZNF846	0
ZNF850	3
ZNF878	0
ZNF91	2
ZNF98	0
ZNF99	0
ZSCAN18	0
ZSCAN5A	0
ZSCAN5B	0
SRSF10	0
HYDIN2	0
LOC102724558	0
AAK1	0
AAMP	0
ABCA12	0
ABCB11	0
ABCB6	0
ABCG5	0
ACADL	0
ACTR1B	0
ACVR1	2
ACVR1C	0
ADAM17	2
ADCY3	1
ADD2	3
ADI1	1
ADRA2B	0
AFF3	1
AGBL5-AS1	0
AHCTF1P1	0
ALK	0
ALS2	1
ALS2CR11	0
ALS2CR12	0
AMMECR1L	3
ANAPC1	0
ANKMY1	0
ANKRD20A8P	0
ANKRD23	0
ANKRD30BL	0
ANKRD36B	0
ANKRD39	0
ANKRD44	0
ANKRD44-IT1	0
AP1S3	0
APOB	0
AQP12B	0
ARL4C	15
ARL5A	0
ASB18	0
ASB3	5
ASPRV1	0
ASTL	2
ASXL2	5
ATAD2B	0
ATF2	4
ATG9A	1
ATL2	1
ATP5G3	6
ATP6V1B1-AS1	0
ATP6V1E2	0
AUP1	0
BARD1	15
BAZ2B	0
BCL11A	0
BIN1	0
BMP10	0
BOK-AS1	0
BOLA3	0
BOLL	0
BRE-AS1	0
BUB1	9
C1D	0
C1QL2	0
C2orf27B	0
C2orf42	3
C2orf43	0
C2orf44	6
C2orf54	0
C2orf61	0
C2orf66	0
C2orf68	0
C2orf71	0
C2orf76	1
C2orf80	0
C2orf81	0
C2orf83	0
C2orf91	0
CACNB4	0
CALCRL	0
CALM2	73
CAPG	0
CAPN10-AS1	0
CAPN13	1
CAPN14	0
CATIP-AS1	0
CCDC108	0
CCDC115	2
CCDC121	0
CCDC141	0
CCDC142	0
CCDC148	3
CCDC173	1
CCDC74B	0
CCDC88A	11
CCDC93	6
CCNT2-AS1	0
CCT4	0
CD207	0
CD302	0
CD8A	0
CD8B	0
CDC42EP3	0
CDKL4	0
CEBPZ	2
CERKL	3
CERS6-AS1	0
CFC1	0
CFC1B	0
CFLAR-AS1	0
CGREF1	0
CHMP3	17
CHN1	0
CHPF	0
CHRNA1	0
CHST10	3
CIB4	0
CIR1	36
CKAP2L	3
CLASP1	0
CLEC4F	0
CLHC1	0
CLK1	3
CMPK2	0
CNPPD1	0
CNRIP1	5
COA5	1
COBLL1	3
COL4A4	0
COL5A2	0
COL6A3	0
COX7A2L	7
CREG2	0
CRYBA2	0
CRYGA	0
CRYGB	0
CRYGC	0
CRYGD	0
CUL3	0
CWC22	2
CXCR1	0
CXCR2P1	0
CXCR4	0
CYP1B1	0
CYP26B1	0
CYP27C1	0
CYP4F62P	0
CYS1	0
CYTIP	0
DARS	7
DBIL5P2	0
DCTN1	3
DDX11L2	0
DGUOK-AS1	0
DHX57	1
DIRC1	0
DIRC3	1
DLX2	0
DNAH7	0
DNAJB3	0
DNAJC27	0
DNER	0
DNMT3A	6
DNPEP	0
DOCK10	1
DPP10-AS1	0
DPP4	0
DPY30	9
DQX1	0
DTNB	0
DTYMK	0
DUSP11	0
DUSP2	0
DYTN	0
E2F6	0
ECEL1	0
ECEL1P2	0
EDAR	3
EFEMP1	0
EGR4	0
EIF2AK2	4
EIF2AK3	1
EIF2B4	1
EN1	0
EPHA4	3
ERBB4	16
ERCC3	2
ERMN	0
EVA1A	0
EVX2	0
EXOC6B	0
FABP1	0
FAHD2B	0
FAM110C	0
FAM124B	0
FAM126B	1
FAM136A	2
FAM150B	0
FAM161A	3
FAM168B	6
FAM178B	0
FAM49A	0
FAM95A	0
FAM98A	1
FANCL	3
FAP	0
FAR2P1	0
FAR2P2	0
FARSB	0
FASTKD1	1
FBXO11	2
FBXO41	0
FBXO48	0
FEV	0
FEZ2	41
FHL2	0
FIGLA	0
FIGN	0
FKBP7	0
FLJ31356	0
FLJ33534	0
FLJ42351	0
FLJ43879	0
FN1	26
FNDC4	0
FOXI3	0
FRZB	0
FSHR	0
FTCDNL1	0
FTH1P3	0
FZD5	0
GALNT14	0
GALNT3	2
GBX2	0
GCFC2	0
GCG	0
GCSHP3	0
GFPT1	6
GGCX	1
GKN2	0
GLB1L	2
GPAT2	0
GPR1	1
GPR113	0
GPR155	0
GPR55	0
GPR75	0
GPR75-ASB3	0
GRB14	0
GTDC1	0
GTF3C2	9
GTF3C3	0
HAAO	0
HADHA	1
HAGLR	0
HDAC4	1
HDLBP	5
HEATR5B	0
HECW2	0
HES6	4
HIBCH	3
HJURP	44
HNRNPLL	0
HOXD-AS2	0
HS1BP3	0
HS1BP3-IT1	0
HS6ST1	0
HSPD1	4
HTR2B	0
ICA1L	3
ID2-AS1	0
IDH1	8
IFIH1	0
IFT172	0
IGFBP5	0
IHH	0
IKZF2	0
IL1A	0
IL1B	0
IL36B	0
ILKAP	3
IMMT	10
INO80D	2
IQCA1	20
IRS1	0
ITGB1BP1	1
ITGB6	0
ITSN2	3
IWS1	124
KANSL1L	0
KANSL3	2
KCNG3	0
KCNH7	0
KCNJ13	0
KCNK12	0
KCTD18	0
KIAA1211L	0
KIAA1715	0
KIDINS220	6
KIF1A	0
KIF3C	3
KLF7	1
KRCC1	0
LANCL1	0
LAPTM4A	13
LBX2	0
LCT	0
LHCGR	0
LIMS2	0
LIMS3	0
LIMS3-LOC440895	0
LIMS3L	0
LINC00116	0
LINC00211	0
LINC00276	0
LINC00298	0
LINC00299	2
LINC00309	0
LINC00342	0
LINC00471	0
LINC00487	0
LINC00607	0
LINC01101	0
LINC01103	0
LINC01106	0
LINC01107	0
LINC01114	0
LINC01115	0
LINC01116	0
LINC01121	0
LINC01123	0
LINC01124	0
LINC01158	0
LINC01159	0
LINC01185	0
LINC01246	0
LINC01247	0
LINC01248	0
LINC01249	0
LINC01250	0
LINC01280	0
LINC01304	0
LINC01473	0
LINC01494	0
LMAN2L	0
LOC100129434	0
LOC100130451	0
LOC100130452	0
LOC100130691	0
LOC100132215	1
LOC100133985	0
LOC100144595	0
LOC100286922	0
LOC100287010	0
LOC100288570	0
LOC100288911	0
LOC100499194	0
LOC100505716	0
LOC100505736	0
LOC100505984	0
LOC100506076	0
LOC100506123	0
LOC100506124	0
LOC100506142	0
LOC100506474	0
LOC100507140	0
LOC100507201	0
LOC100630918	0
LOC101060091	0
LOC101060385	0
LOC101926913	0
LOC101927043	0
LOC101927142	0
LOC101927196	0
LOC101927438	0
LOC101927492	0
LOC101927577	0
LOC101927619	0
LOC101927701	0
LOC101927709	0
LOC101927795	0
LOC101927865	0
LOC101927967	0
LOC101927987	0
LOC101928273	0
LOC101929260	0
LOC101929319	0
LOC101929378	0
LOC101929452	0
LOC101929512	0
LOC101929551	0
LOC101929567	0
LOC101929596	0
LOC101929723	0
LOC101929753	0
LOC102723824	0
LOC102723854	1
LOC102724321	0
LOC102724691	0
LOC151121	0
LOC151174	0
LOC151475	0
LOC200772	0
LOC285000	0
LOC285074	0
LOC339803	1
LOC375196	1
LOC389033	0
LOC400958	0
LOC400997	0
LOC401010	0
LOC440895	0
LOC442028	0
LOC644838	0
LOC645949	0
LOC646743	0
LOC654342	0
LOC654841	0
LOC728819	0
LOC90784	0
LONRF2	0
LOXL3	3
LRP1B	1
LRP2	0
LRPPRC	0
LRRTM1	0
LRRTM4	8
LY75	0
LY75-CD302	0
LYG1	0
LYG2	0
LYPD1	10
M1AP	0
MALL	0
MAP3K19	0
MAP3K2	0
MAP4K3	6
MARCH4	7
MATN3	0
MBOAT2	2
MCEE	0
MCFD2	0
MCM6	2
MDH1B	0
MEIS1-AS3	0
MEMO1	1
METTL21A	3
METTL5	1
METTL8	1
MFSD9	0
MGAT4A	2
MGC16025	0
MIR1245B	0
MIR1246	0
MIR1258	0
MIR1301	0
MIR1471	0
MIR153-1	0
MIR216A	0
MIR216B	0
MIR217	0
MIR2355	0
MIR2467	0
MIR3128	0
MIR3129	0
MIR3130-1	0
MIR3131	0
MIR3132	0
MIR3682	0
MIR375	0
MIR4261	0
MIR4262	0
MIR4264	0
MIR4265	0
MIR4266	0
MIR4267	0
MIR4268	0
MIR4429	0
MIR4432	0
MIR4435-1	0
MIR4435-1HG	0
MIR4435-2	0
MIR4436B1	0
MIR4436B2	0
MIR4437	0
MIR4439	0
MIR4440	0
MIR4441	0
MIR4773-2	0
MIR4776-2	0
MIR4778	0
MIR4779	0
MIR4780	0
MIR4782	0
MIR4783	0
MIR4784	0
MIR4785	0
MIR4786	0
MIR5001	0
MIR548AD	0
MIR548F2	0
MIR5702	0
MIR6071	0
MIR6512	0
MIR6513	0
MIR663B	0
MIR6809	0
MIR7515HG	0
MIR7853	0
MIR8080	0
MIR933	0
MITD1	1
MLK7-AS1	1
MMADHC	0
MOB1A	4
MOGS	0
MPP4	0
MPV17	0
MREG	0
MRPL53	1
MRPS5	2
MSL3P1	0
MSTN	0
MTERF4	0
MTIF2	4
MYADML	0
MYCNOS	0
MYEOV2	0
MYL1	0
MYT1L	0
MZT2A	0
NAT8	0
NAT8B	0
NBAS	4
NCKAP1	2
NCKAP5	0
NCL	11
NDUFA10	1
NDUFS1	0
NEB	2
NEURL3	0
NEUROD1	0
NFE2L2	3
NFU1	0
NGEF	2
NHEJ1	0
NIFK	4
NLRC4	0
NMI	0
NMUR1	0
NOL10	3
NPHP1	0
NPPC	0
NR4A2	0
NRXN1	2
NT5C1B	0
NT5C1B-RDH14	0
NTSR2	0
NXPH2	0
OBSL1	0
ODC1	33
OLA1	1
OR6B2	0
OR6B3	0
ORC2	3
ORC4	3
ORMDL1	1
OSGEPL1	0
OSR1	1
OST4	0
OTOF	0
OTOS	0
OXER1	0
PAIP2B	1
PASK	4
PAX3	0
PAX8	0
PCBP1-AS1	0
PCGF1	11
PDCD1	0
PDE11A	0
PDE1A	0
PDE6D	0
PDIA6	0
PECR	1
PELI1	1
PER2	9
PFN4	0
PGAP1	0
PGM5P3-AS1	0
PGM5P4-AS1	0
PID1	0
PIGF	0
PLA2R1	0
PLEKHM3	1
PLGLB1	0
PLGLB2	0
PNPT1	0
POLR1A	0
POLR2D	3
POMC	0
POTEF	0
POTEI	0
PP14571	0
PPIL3	0
PPM1G	5
PPP3R1	1
PRADC1	0
PREB	5
PREPL	15
PRKAG3	0
PRKD3	0
PRKRA	1
PRPF40A	79
PRR21	0
PRR30	0
PSME4	3
PTPRN	0
PTRHD1	1
PUM2	2
PUS10	0
PXDN	4
RAB11FIP5	2
RAB17	0
RAB1A	8
RAB6C-AS1	0
RAD51AP2	0
RAPGEF4-AS1	0
RAPH1	0
RBKS	0
RBM43	0
RBMS1	1
RDH14	0
REEP1	0
REG1B	0
REG1P	0
REG3A	0
RESP18	0
RETSAT	0
REV1	19
RFTN2	0
RFX8	0
RGPD1	0
RGPD2	0
RGPD3	0
RGPD4-AS1	0
RGPD5	0
RGPD6	0
RGPD8	0
RMDN2-AS1	0
RNASEH1	2
RND3	0
RNF103	0
RNF103-CHMP3	0
RNF144A-AS1	0
RNF149	1
RNF25	0
RNU6-2	0
ROCK2	0
RPL23AP7	0
RPRM	0
RTKN	0
RTN4	4
SAP130	11
SATB2	1
SCG2	1
SCN1A	0
SCN3A	0
SCN7A	0
SCN9A	0
SCTR	0
SDC1	0
SDPR	1
SEMA4C	0
SEPT10	1
SERPINE2	1
SERTAD2	0
SESTD1	3
SF3B1	10
SF3B6	2
SFTPB	0
SFXN5	0
SH3RF3-AS1	0
SH3YL1	1
SIX2	0
SIX3-AS1	0
SLC16A14	0
SLC19A3	0
SLC23A3	0
SLC25A12	1
SLC30A3	1
SLC35F5	0
SLC38A11	0
SLC40A1	0
SLC4A5	1
SLC5A6	4
SLC8A1	2
SMC6	3
SMEK2	2
SMPD4	0
SNAR-H	0
SNORA36C	0
SNORA70B	0
SNORA70F	0
SNORA75	0
SNORA80B	0
SNORD20	0
SNORD82	0
SNORD89	0
SNRNP200	2
SNRPG	2
SOS1	0
SP110	0
SP3	3
SPATA3-AS1	0
SPC25	0
SPHKAP	0
SPRED2	0
SRBD1	0
SRD5A2	0
SRSF7	5
ST3GAL5	0
ST6GAL2	0
STAM2	0
STARD7	15
STAT1	2
STAT4	0
STK17B	1
STK25	2
STK39	2
STRN	0
SUCLG1	2
SULT6B1	0
SUMO1	3
SUPT7L	2
TACR1	0
TBC1D8	0
TEX261	0
TFCP2L1	0
TFPI	0
TGFA	1
TGFA-IT1	0
TGFBRAP1	3
TGOLN2	1
THADA	0
THAP4	0
THUMPD2	0
TIA1	0
TIGD1	0
TISP43	0
TLK1	1
TM4SF20	0
TMBIM1	10
TMEFF2	0
TMEM127	1
TMEM131	1
TMEM150A	0
TMEM163	1
TMEM17	0
TMEM18	1
TMEM185B	2
TMEM194B	2
TMEM237	0
TNP1	0
TNS1	0
TP53I3	0
TPRKB	1
TRABD2A	0
TRAK2	1
TRIM43B	0
TRIP12	24
TRMT61B	0
TSGA10	0
TSPYL6	0
TSSC1	3
TTC21B	0
TTC30A	0
TTC30B	0
TTC32	0
TTN	0
TUBA3E	0
TUBA4A	22
TXNDC9	5
TYW5	0
UCN	0
USP34	15
USP37	0
USP40	0
UXS1	2
VPS54	0
WDFY1	29
WDPCP	0
WDR12	4
WDR33	2
WDR35	2
WDR92	3
WDSUB1	0
WIPF1	0
WTH3DI	1
XDH	0
XIRP2-AS1	0
XPO1	1
YWHAQ	22
ZC3H8	5
ZEB2	0
ZFP36L2	0
ZNF142	1
ZNF385B	0
ZNF513	3
ZNF514	0
ZRANB3	0
ZSWIM2	0
ABHD12	0
ACOT8	0
ACSS1	0
ADA	2
ADAM33	0
ADNP	1
ADRA1D	0
AHCY	3
ANGPT4	0
APCDD1L	0
APMAP	1
ARFRP1	0
ATP5E	0
ATP9A	4
AURKA	183
AVP	0
B4GALT5	3
BCAS1	0
BCL2L1	1
BFSP1	0
BHLHE23	0
BLCAP	15
BMP7	0
C20orf166-AS1	0
C20orf173	0
C20orf194	3
C20orf203	0
C20orf27	0
C20orf62	0
C20orf78	0
C20orf96	2
CABLES2	3
CBLN4	1
CD93	0
CDH22	0
CDK5RAP1	0
CENPB	0
CHD6	6
CHRNA4	0
COMMD7	2
CPNE1	1
CPXM1	0
CRNKL1	3
CSNK2A1	3
CST1	0
CST11	0
CST2	0
CST3	0
CST4	0
CST5	0
CST9	0
CST9L	0
CTCFL	3
CTSZ	0
CYP24A1	0
DDRGK1	0
DEFB116	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB124	0
DEFB128	0
DIDO1	2
DPM1	1
DSN1	14
DUSP15	0
DZANK1	0
E2F1	1
EDEM2	0
EEF1A2	0
EIF2S2	3
EIF6	1
ELMO2	10
EMILIN3	0
EPPIN	0
EPPIN-WFDC6	0
ESF1	11
FAM182B	0
FAM65C	5
FAM83C	0
FASTKD5	0
FER1L4	1
FERMT1	1
FITM2	0
FKBP1A	6
FKBP1A-SDCBP2	0
FLRT3	0
FOXA2	0
FOXS1	0
GATA5	0
GCNT7	0
GDF5	0
GFRA4	0
GGT7	0
GGTLC1	0
GHRH	0
GMEB2	1
GNAS-AS1	0
GPCPD1	3
GSS	0
GTSF1L	1
HAO1	0
HAR1B	0
HELZ2	0
HM13-AS1	0
HMGB3P1	0
HNF4A-AS1	0
HRH3	0
IDH3B	1
ISM1-AS1	0
JAG1	10
JPH2	0
KCNB1	0
KCNG1	0
KCNQ2	0
KCNS1	0
KIAA1755	0
KIF16B	2
LAMA5	1
LAMP5-AS1	0
LINC00029	0
LINC00261	0
LINC00489	0
LINC00652	0
LINC00654	0
LINC00656	0
LINC00657	0
LINC00658	0
LINC00659	0
LINC00687	0
LINC01260	0
LINC01271	0
LINC01384	0
LINC01427	0
LINC01428	0
LINC01429	0
LINC01430	0
LINC01431	0
LINC01441	0
LKAAEAR1	0
LOC100130264	0
LOC100289473	0
LOC100506384	0
LOC100507459	0
LOC101926889	0
LOC101926935	0
LOC101926987	0
LOC101927457	0
LOC101927559	0
LOC101928048	0
LOC101929207	0
LOC101929225	0
LOC101929413	0
LOC101929486	0
LOC101929526	0
LOC101929591	0
LOC101929608	0
LOC102606466	0
LOC102723483	0
LOC284788	0
LOC284798	0
LOC339568	0
LOC339593	0
LRRN4	0
LZTS3	0
MACROD2-AS1	0
MAFB	0
MATN4	0
MIR103B2	0
MIR1257	0
MIR1914	0
MIR296	0
MIR298	0
MIR3194	0
MIR4325	0
MIR4756	0
MIR4758	0
MIR499B	0
MIR647	0
MIR663A	0
MIR663AHG	0
MIR6813	0
MIR6869	0
MIR6870	0
MKKS	0
MKRN7P	0
MLLT10P1	0
MMP24-AS1	0
MROH8	0
MTRNR2L3	0
NANP	0
NAPB	0
NCOA5	1
NCOA6	13
NCOR1P1	0
NDRG3	4
NECAB3	0
NEURL2	0
NFATC2	0
NFS1	0
NINL	0
NKAIN4	0
NKX2-2	0
NKX2-4	0
NOL4L	3
NPBWR2	0
NSFL1C	2
OCSTAMP	0
OGFR-AS1	0
OSER1	3
OVOL2	0
PAK7	0
PCED1A	0
PCNA	158
PDRG1	4
PDYN	0
PIGU	6
PLAGL2	9
PLCG1-AS1	0
PLTP	0
PMEPA1	0
PPP1R3D	9
PPP4R1L	0
PREX1	7
PRNT	0
PROKR2	0
PSMA7	18
PTGIS	0
PTK6	0
PTPRT	0
PXMP4	0
RALGAPA2	0
RALY-AS1	0
RASSF2	0
RBBP8NL	0
RBBP9	0
RBL1	0
RBM12	3
RBM39	3
RGS19	0
RIMS4	0
RNF24	10
RRBP1	2
RSPO4	0
SALL4	3
SAMD10	0
SAMHD1	4
SCAND1	0
SCRT2	0
SDC4	0
SDCBP2	0
SEL1L2	0
SERINC3	10
SIGLEC1	0
SIRPB1	0
SIRPB2	0
SIRPD	0
SIRPG	0
SLA2	1
SLC13A3	2
SLC23A2	0
SLC35C2	0
SLC4A11	1
SLC52A3	0
SLCO4A1-AS1	0
SLMO2	0
SLMO2-ATP5E	0
SLPI	0
SNAP25-AS1	0
SNHG17	1
SNORA71A	0
SNORA71B	0
SNORA71C	0
SNORA71D	0
SNORD119	0
SNORD17	0
SNRPB	1
SNTA1	0
SNX5	12
SOGA1	0
SOX18	0
SPATA2	6
SPATA25	0
SPEF1	0
SPINT3	0
SRMS	0
SRXN1	1
STAU1	28
STK4-AS1	0
STMN3	0
SULF2	1
SUMO1P1	0
SUN5	0
SYCP2	14
TAF4	0
TASP1	1
TBC1D20	0
TCF15	2
TCFL5	2
TGM2	0
THBD	0
TMEM189	0
TMEM189-UBE2V1	0
TMEM230	1
TMEM74B	0
TMX4	2
TNNC2	0
TOMM34	3
TP53RK	0
TP53TG5	0
TRERNA1	0
TRMT6	6
TRPC4AP	6
TSPY26P	0
TTI1	0
UBE2V1	10
UBOX5	0
UCKL1	0
UQCC1	0
VSX1	0
WFDC10B	0
WFDC11	0
WFDC12	0
WFDC3	0
WFDC5	0
WFDC6	0
WFDC8	0
WFDC9	0
YTHDF1	12
ZBP1	0
ZBTB46	0
ZFP64	0
ZHX3	11
ZMYND8	12
ZNF217	0
ZNF334	0
ZNF335	0
ZNF337	1
ZNF341-AS1	0
ZNF343	2
ZNF512B	0
ZNF663P	1
ZNFX1	1
ADAMTS1	0
ADAMTS5	0
ANKRD20A11P	0
APP	0
ATP5J	2
ATP5O	2
BAGE	0
BAGE2	0
BAGE3	0
BAGE4	0
BAGE5	0
BRWD1	11
BTG3	0
C21orf128	0
C21orf140	0
C21orf2	0
C21orf54	0
C21orf58	0
C21orf59	17
C21orf62	0
C21orf67	0
C21orf88	0
C21orf91	0
C21orf91-OT1	0
C2CD2	0
CBR3-AS1	0
CBS	0
CCT8	23
CHODL-AS1	0
CLDN14	0
CLDN17	0
CLDN8	0
COL18A1-AS1	0
COL18A1-AS2	0
CRYZL1	1
CSTB	23
CYP4F29P	0
CYYR1	0
D21S2088E	0
DNAJC28	0
DNMT3L	0
DONSON	0
DSCAM	0
DSCAM-IT1	0
DSCR3	2
DSCR4	0
ERG	0
FTCD	0
GART	1
GRIK1	0
HLCS	1
HMGN1	2
HSF2BP	0
HSPA13	0
ICOSLG	0
IL10RB-AS1	0
ITGB2	0
KCNE1	2
KCNJ6	0
KRTAP10-1	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP11-1	0
KRTAP12-1	0
KRTAP12-2	0
KRTAP12-4	0
KRTAP13-2	0
KRTAP13-3	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP19-8	0
KRTAP21-1	0
KRTAP21-2	0
KRTAP21-3	0
KRTAP22-2	0
KRTAP23-1	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP6-1	0
KRTAP6-2	0
KRTAP7-1	0
KRTAP8-1	0
LCA5L	1
LINC00114	0
LINC00158	0
LINC00159	0
LINC00160	0
LINC00162	0
LINC00163	0
LINC00307	0
LINC00313	0
LINC00316	0
LINC00317	0
LINC00320	0
LINC00322	0
LINC00323	0
LINC00479	0
LINC00515	0
LINC01423	0
LIPI	0
LOC100129027	0
LOC100133286	0
LOC100506403	0
LOC101927797	0
LOC101927843	0
LOC101927869	0
LOC101928107	0
LOC101928269	0
LOC101928435	0
LOC284837	0
LOC388813	0
LOC400867	0
LRRC3-AS1	0
LSS	3
LTN1	1
MCM3AP	4
MIR3156-3	0
MIR4327	0
MIR4760	0
MIR5009	0
MIR6070	0
MIR6814	0
MIS18A	25
MRPL39	1
N6AMT1	0
NRIP1	0
PAXBP1	1
PIGP	1
PLAC4	0
POFUT2	1
PRDM15	1
PSMG1	10
PTTG1IP	17
RCAN1	2
RIPK4	0
RSPH1	0
RUNX1	0
RUNX1-IT1	0
RWDD2B	0
S100B	0
SAMSN1	0
SCAF4	0
SETD4	0
SIK1	0
SLC19A1	1
SNORA80A	0
SPATC1L	0
SSR4P1	0
SUMO3	0
SYNJ1	4
TCP10L	0
TEKT4P2	0
TFF1	0
TFF2	0
TFF3	0
TIAM1	39
TMEM50B	3
TMPRSS15	0
TMPRSS2	0
TMPRSS3	0
TPTE	0
TRPM2-AS	0
TSPEAR	0
U2AF1	1
UBE2G2	1
URB1	0
WDR4	0
ZBTB21	2
A4GALT	2
ADORA2A-AS1	0
ALG12	1
ANKRD54	0
ANKRD62P1-PARP4P3	0
AP1B1	1
APOBEC3B-AS1	0
APOL2	0
APOL3	0
APOL4	0
ARFGAP3	2
ARSA	0
ARVCF	0
ASCC2	2
ATP5L2	0
ATP6V1E1	1
BAIAP2L2	0
BID	0
BPIFC	0
BRD1	2
C1QTNF6	2
C22orf23	0
C22orf24	0
C22orf29	1
C22orf31	0
C22orf34	0
C22orf39	0
C22orf42	0
CACNG2	0
CARD10	0
CBX6	0
CBX7	0
CCT8L2	0
CDPF1	0
CECR1	0
CECR3	0
CECR5	0
CECR6	0
CELSR1	4
CENPM	0
CERK	0
CES5AP1	0
CHADL	0
CHCHD10	0
CHEK2	0
CHKB	0
CHKB-CPT1B	0
CLDN5	0
CLTCL1	1
CPT1B	0
CRYBB1	0
CSNK1E	7
CYB5R3	0
CYP2D6	0
CYP2D7P	0
DDT	0
DDX17	3
DENND6B	0
DERL3	1
DESI1	0
DGCR11	0
DGCR14	1
DGCR2	0
DGCR6L	0
DMC1	0
DNAJB7	0
DNAL4	2
DRICH1	0
DUSP18	1
DUXAP8	0
EFCAB6	2
EIF3D	0
EIF4ENIF1	16
ELFN2	0
ENTHD1	0
EP300-AS1	0
FAM227A	1
FOXRED2	0
GAB4	0
GAL3ST1	0
GATSL3	0
GGT3P	0
GGT5	0
GNB1L	0
GSC2	0
GSTT1	0
GSTT2	0
GSTT2B	0
GSTTP1	0
GSTTP2	0
GTSE1-AS1	0
GUCD1	4
GUSBP11	0
HDAC10	0
HIRA	1
HORMAD2-AS1	0
HPS4	3
IFT27	0
IGLL1	0
IL17REL	0
IL2RB	0
JOSD1	0
KCNJ4	0
KIAA0930	0
KIAA1644	0
KIAA1656	0
KLHL22	0
LARGE	0
LDOC1L	1
LGALS2	0
LIF	0
LINC00229	0
LINC00895	0
LINC00898	0
LINC00899	0
LINC01315	0
LMF2	0
LOC100128531	0
LOC100506271	0
LOC101927051	1
LOC101927722	3
LOC101929372	0
LOC101929829	0
LOC284865	0
LOC284889	0
LOC284933	0
LOC388849	0
LOC388882	0
LOC400927	0
LOC642757	0
LOC90834	0
LRP5L	0
LRRC75B	0
MAPK1	0
MAPK11	0
MAPK12	0
MB	0
MCAT	0
MFNG	0
MICAL3	0
MIR1249	0
MIR1286	0
MIR3198-1	0
MIR3199-1	0
MIR3653	0
MIR3928	0
MIR4764	0
MIR4766	0
MIR548J	0
MIR6069	0
MIR648	0
MIR658	0
MIR659	0
MIR6816	0
MIR6819	0
MIR6889	0
MIR7109	0
MKL1	2
MLC1	0
MN1	0
MORC2	0
MYH9	1
NAGA	0
NDUFA6	1
NFAM1	0
NHP2L1	0
NIPSNAP1	0
NPTXR	0
NUP50-AS1	0
ODF3B	0
OR11H1	0
OSM	0
P2RX6P	0
PACSIN2	3
PATZ1	1
PDGFB	0
PES1	0
